action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,13366505,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(c1cccc(Cl)c1)N1CCc2nc(C#Cc3ccccc3)sc2C1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403589,,CHEMBL2403589,,0,http://www.openphacts.org/units/Nanomolar,1906839,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13366506,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cccc(C(=O)N2CCc3nc(C#Cc4ccccc4)sc3C2)c1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403588,,CHEMBL2403588,,0,http://www.openphacts.org/units/Nanomolar,1906838,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13366507,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CN1CCC(C(=O)N2CCc3nc(C#Cc4ccccc4)sc3C2)CC1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403703,,CHEMBL2403703,,0,http://www.openphacts.org/units/Nanomolar,1906958,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13366508,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C([C@H]1CC2CCC1C2)N1CCc2nc(C#Cc3ccccc3)sc2C1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403702,,CHEMBL2403702,,0,http://www.openphacts.org/units/Nanomolar,1906957,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13366509,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(CC1CCOCC1)N1CCc2nc(C#Cc3ccccc3)sc2C1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403701,,CHEMBL2403701,,0,http://www.openphacts.org/units/Nanomolar,1906956,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13366510,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(C1CCCCO1)N1CCc2nc(C#Cc3ccccc3)sc2C1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403700,,CHEMBL2403700,,0,http://www.openphacts.org/units/Nanomolar,1906955,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13366511,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(C1CCOCC1)N1CCc2nc(C#Cc3ccccc3)sc2C1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403699,,CHEMBL2403699,,0,http://www.openphacts.org/units/Nanomolar,1906954,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13366512,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC1CCCC(C(=O)N2CCc3nc(C#Cc4ccccc4)sc3C2)C1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403698,,CHEMBL2403698,,0,http://www.openphacts.org/units/Nanomolar,1906953,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13366513,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC1CCC(C(=O)N2CCc3nc(C#Cc4ccccc4)sc3C2)CC1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403697,,CHEMBL2403697,,0,http://www.openphacts.org/units/Nanomolar,1906952,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13367701,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(C1CCC(F)(F)CC1)N1CCc2nc(C#Cc3ccccc3)sc2C1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2401758,,CHEMBL2401758,,0,http://www.openphacts.org/units/Nanomolar,1906951,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13367702,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(C1CCCCC1)N1CCc2nc(C#Cc3ccccc3)sc2C1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403696,,CHEMBL2403696,,0,http://www.openphacts.org/units/Nanomolar,1906950,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13367703,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(C1CCCO1)N1CCc2nc(C#Cc3ccccc3)sc2C1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403695,,CHEMBL2403695,,0,http://www.openphacts.org/units/Nanomolar,1906949,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13367704,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(C1CCOC1)N1CCc2nc(C#Cc3ccccc3)sc2C1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403694,,CHEMBL2403694,,0,http://www.openphacts.org/units/Nanomolar,1906948,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13367705,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(C1CCCC1)N1CCc2nc(C#Cc3ccccc3)sc2C1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403693,,CHEMBL2403693,,0,http://www.openphacts.org/units/Nanomolar,1906947,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13367706,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COC1CC(C(=O)N2CCc3nc(C#Cc4ccccc4)sc3C2)C1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403692,,CHEMBL2403692,,0,http://www.openphacts.org/units/Nanomolar,1906946,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13367707,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(C1CC(F)(F)C1)N1CCc2nc(C#Cc3ccc(F)cc3)sc2C1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403691,,CHEMBL2403691,,0,http://www.openphacts.org/units/Nanomolar,1906945,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13367708,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(C1CC(F)(F)C1)N1CCc2nc(C#Cc3cccc(F)c3)sc2C1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403690,,CHEMBL2403690,,0,http://www.openphacts.org/units/Nanomolar,1906944,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13367709,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(C1CC(F)(F)C1)N1CCc2nc(C#Cc3ccccc3)sc2C1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403689,,CHEMBL2403689,,0,http://www.openphacts.org/units/Nanomolar,1906943,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13367710,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(C1CC(F)C1)N1CCc2nc(C#Cc3ccccc3)sc2C1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403688,,CHEMBL2403688,,0,http://www.openphacts.org/units/Nanomolar,1906942,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13367711,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC1CC(C(=O)N2CCc3nc(C#Cc4cccc(F)c4)sc3C2)C1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403687,,CHEMBL2403687,,0,http://www.openphacts.org/units/Nanomolar,1906941,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13367712,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC1CC(C(=O)N2CCc3nc(C#Cc4ccccc4)sc3C2)C1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403686,,CHEMBL2403686,,0,http://www.openphacts.org/units/Nanomolar,1906940,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13367713,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(C1CC12CCC2)N1CCc2nc(C#Cc3ccccc3)sc2C1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403684,,CHEMBL2403684,,0,http://www.openphacts.org/units/Nanomolar,1906938,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13367714,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC1CC1C(=O)N1CCc2nc(C#Cc3ccccc3)sc2C1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403683,,CHEMBL2403683,,0,http://www.openphacts.org/units/Nanomolar,1906937,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13367715,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C(#Cc1nc2c(s1)CN(C1CCCCC1)CC2)c1ccccc1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403679,,CHEMBL2403679,,0,http://www.openphacts.org/units/Nanomolar,1906933,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13367716,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)CCN1CCc2nc(C#Cc3ccccc3)sc2C1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403674,,CHEMBL2403674,,0,http://www.openphacts.org/units/Nanomolar,1906928,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13367717,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCN1CCc2nc(C#Cc3ccccc3)sc2C1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403673,,CHEMBL2403673,,0,http://www.openphacts.org/units/Nanomolar,1906927,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13367718,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CN1CCc2nc(C#Cc3cccc(F)c3)sc2C1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403670,,CHEMBL2403670,,0,http://www.openphacts.org/units/Nanomolar,1906924,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13367719,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CN1CCc2nc(C#Cc3ccccc3)sc2C1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403669,,CHEMBL2403669,,0,http://www.openphacts.org/units/Nanomolar,1906923,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13367720,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1c2sc(C#Cc3ccccc3)nc2CN1C1CCCC1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403667,,CHEMBL2403667,,0,http://www.openphacts.org/units/Nanomolar,1906921,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13367721,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1NCCc2nc(C#Cc3cccnc3)sc21,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403666,,CHEMBL2403666,,0,http://www.openphacts.org/units/Nanomolar,1906920,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13367722,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cccc(C#Cc2nc3c(s2)C(=O)NCC3)c1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403665,,CHEMBL2403665,,0,http://www.openphacts.org/units/Nanomolar,1906919,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13367723,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccccc1C#Cc1nc2c(s1)C(=O)NCC2,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403664,,CHEMBL2403664,,0,http://www.openphacts.org/units/Nanomolar,1906918,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13367724,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1NCCc2nc(C#Cc3ccc(F)cc3)sc21,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403663,,CHEMBL2403663,,0,http://www.openphacts.org/units/Nanomolar,1906917,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13367725,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1NCCc2nc(C#Cc3ccccc3F)sc21,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403662,,CHEMBL2403662,,0,http://www.openphacts.org/units/Nanomolar,1906916,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13367726,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1NCCc2nc(C#Cc3cccc(Cl)c3)sc21,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403661,,CHEMBL2403661,,0,http://www.openphacts.org/units/Nanomolar,1906915,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13367727,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1NCCc2nc(C#Cc3cccc(F)c3)sc21,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403660,,CHEMBL2403660,,0,http://www.openphacts.org/units/Nanomolar,1906914,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13367728,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CN1CCc2nc(C#Cc3ccccc3)sc2C1=O,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403659,,CHEMBL2403659,,0,http://www.openphacts.org/units/Nanomolar,1906913,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13367729,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1NCCc2nc(C#Cc3ccccc3)sc21,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,,CHEMBL2403658,,CHEMBL2403658,,0,http://www.openphacts.org/units/Nanomolar,1906912,>,1,1,>,,IC50,nM,,10000.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,10000.0
,,13367758,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCN1CCc2nc(C#Cc3ccccc3)sc2C1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,"{'bei': '22.06', 'le': '0.43', 'lle': '3.00', 'sei': '36.71'}",CHEMBL2403671,,CHEMBL2403671,5.92,0,http://www.openphacts.org/units/Nanomolar,1906925,=,1,1,=,,IC50,nM,,1200.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,1200.0
,,13367761,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(N1CCCCC1)N1CCc2nc(C#Cc3ccccc3)sc2C1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,"{'bei': '15.76', 'le': '0.32', 'lle': '3.48', 'sei': '11.41'}",CHEMBL2403656,,CHEMBL2403656,6.11,0,http://www.openphacts.org/units/Nanomolar,1906910,=,1,1,=,,IC50,nM,,780.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,780.0
,,13367762,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)CN1CCc2nc(C#Cc3ccccc3)sc2C1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,"{'bei': '20.87', 'le': '0.40', 'lle': '2.63', 'sei': '38.36'}",CHEMBL2403675,,CHEMBL2403675,6.19,0,http://www.openphacts.org/units/Nanomolar,1906929,=,1,1,=,,IC50,nM,,650.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,650.0
,,13367763,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Fc1cccc(C#Cc2nc3c(s2)CN(C2CCCC2)CC3)c1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,"{'bei': '18.97', 'le': '0.37', 'lle': '2.21', 'sei': '38.40'}",CHEMBL2403677,,CHEMBL2403677,6.19,0,http://www.openphacts.org/units/Nanomolar,1906931,=,1,1,=,,IC50,nM,,640.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,640.0
,,13367765,[],CHEMBL2405252,Negative allosteric modulation of human mGlu5 receptor expressed in HEK293 cells assessed as inhibition of L-glutamate-induced activity after 1 hr by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(C1CCCCC1)N1CCc2nc(C#Cc3ccccc3)sc2C1,,,CHEMBL2401712,Bioorg Med Chem Lett,2013,"{'bei': '16.35', 'le': '0.33', 'lle': '2.76', 'sei': '12.57'}",CHEMBL2403654,,CHEMBL2403654,6.32,0,http://www.openphacts.org/units/Nanomolar,1906908,=,1,1,=,,IC50,nM,,480.0,CHEMBL3227,Homo sapiens,Metabotropic glutamate receptor 5,9606,,,IC50,nM,UO_0000065,,480.0
